ParcelMaster.parcelnumber,Parcels.current_taxable
06-695-0019-000,52996
06-695-0020-000,81316
06-695-0021-000,77226
06-695-0022-000,86446
06-695-0023-000,96967
06-695-0024-000,67942
06-695-0025-000,97700
06-695-0026-000,65114
06-695-0027-000,55813
06-695-0028-000,53609
06-695-0029-000,59730
06-695-0030-000,54343
06-695-0031-000,93821
06-696-0001-000,110038
06-696-0002-000,209265
06-696-0003-000,106260
06-696-0004-000,62057
06-696-0005-000,89720
06-696-0006-000,112855
06-696-0007-000,131649
06-696-0008-000,150045
06-696-0009-000,88618
06-696-0010-000,218007
06-699-0001-000,38328
06-699-0002-000,0
06-699-0003-000,25415
06-699-0004-000,18589
06-699-0005-000,26321
06-699-0006-000,20310
06-699-0007-000,44066
06-699-0010-000,22170
06-699-0011-000,18086
06-699-0012-000,30574
06-699-0013-000,15130
06-699-0014-000,18676
06-699-0015-000,35938
06-699-0016-000,34621
06-699-0017-000,39957
06-699-0018-000,18440
06-699-0019-000,36073
06-699-0020-000,25663
06-699-0022-000,21278
06-699-0023-000,40400
06-699-0024-000,31996
06-699-0025-000,0
06-702-0001-000,8351
06-702-0002-000,20212
06-702-0003-000,26953
06-702-0004-000,20501
06-702-0005-000,20567
06-702-0006-000,41370
06-702-0007-000,23524
06-702-0008-000,22577
06-702-0009-000,25533
06-702-0010-000,29199
06-702-0011-000,14303
06-702-0012-000,40215
06-702-0013-000,20567
06-702-0014-000,50900
06-702-0015-000,37319
06-702-0016-000,26478
06-702-0017-000,29555
06-702-0018-000,21632
06-702-0019-000,20449
06-705-0014-000,639016
06-705-0028-000,786918
06-705-0054-000,713500
06-708-0001-000,0
06-708-0002-000,36380
06-708-0003-000,31441
06-708-0004-000,18428
06-708-0005-000,27825
06-708-0006-000,31441
06-708-0007-000,40904
06-708-0008-000,36960
06-708-0009-000,41354
06-708-0011-000,24573
06-708-0012-000,28017
06-708-0013-000,0
06-708-0014-000,23849
06-708-0015-000,38712
06-708-0016-000,46845
06-708-0017-000,21198
06-708-0018-000,26020
06-708-0019-000,74862
06-708-0019-100,74862
06-708-0019-200,66906
06-708-0019-300,116165
06-708-0020-000,68971
06-708-0021-000,116691
06-708-0022-000,52284
06-708-0024-000,30234
06-708-0024-100,4988
06-711-0001-000,35800
06-711-0002-000,24232
06-711-0003-000,17140
06-711-0005-000,73
06-711-0008-000,44415
06-711-0009-000,19385
06-711-0010-000,17140
06-711-0011-000,17257
06-711-0012-000,30660
06-711-0013-000,25770
06-711-0014-000,30146
06-711-0015-000,659
06-711-0016-000,659
06-711-0017-000,17966
06-711-0018-000,0
06-711-0019-000,28742
06-711-0020-000,0
06-711-0020-100,29935
06-711-0021-000,56490
06-711-0022-000,28136
06-711-0023-000,22170
06-711-0024-000,26478
06-711-0025-000,16312
06-711-0026-000,15838
06-711-0027-000,21394
06-711-0028-000,21475
06-711-0029-000,19622
06-711-0030-000,24350
06-711-0031-000,45987
06-711-0032-000,1429
06-711-0033-000,31445
06-711-0034-000,30030
06-711-0035-000,27179
06-711-0036-000,44940
06-711-0037-000,33285
06-711-0038-000,24469
06-711-0039-000,17612
06-711-0040-000,38066
06-711-0041-000,25297
06-711-0042-000,18440
06-711-0043-000,0
06-711-0044-000,25179
06-711-0045-000,17140
06-711-0046-000,18086
06-711-0047-000,23524
06-711-0048-000,1429
06-711-0049-000,19147
06-711-0050-000,42474
06-711-0051-000,23644
06-711-0052-000,14893
06-711-0053-000,19622
06-711-0054-000,21885
06-711-0055-000,27825
06-711-0056-000,21556
06-711-0057-000,0
06-711-0058-000,23051
06-711-0059-000,10519
06-711-0060-000,17966
06-711-0061-000,0
06-711-0061-100,2746
06-711-0062-000,0
06-711-0063-000,0
06-711-0064-000,77800
06-711-0065-000,19858
06-711-0066-000,57000
06-711-0067-000,50956
06-711-0068-000,9445
06-711-0069-000,0
06-711-0069-100,16666
06-711-0070-000,0
06-711-0070-100,0
06-711-0070-200,0
06-711-0071-000,0
06-711-0071-100,21556
06-711-0072-000,27905
06-711-0073-000,21278
06-711-0074-000,15011
06-711-0075-000,17730
06-711-0076-000,28358
06-711-0077-000,19148
06-711-0078-000,37400
06-711-0079-000,19385
06-711-0080-000,14775
06-711-0081-000,18913
06-714-0002-000,0
06-714-0003-000,19996
06-714-0004-000,1800
06-714-0005-000,22285
06-714-0006-000,18189
06-714-0007-000,45777
06-714-0008-000,30116
06-714-0009-000,31672
06-714-0010-000,21079
06-714-0011-000,30026
06-714-0012-000,34280
06-714-0013-000,28067
06-714-0014-000,30958
06-714-0015-000,25900
06-714-0016-000,0
06-714-0017-000,20116
06-714-0018-000,16478
06-714-0019-000,15750
06-714-0020-000,21801
06-714-0021-000,25655
06-714-0022-000,49422
06-714-0023-000,2000
06-714-0024-000,45900
06-717-0001-000,47405
06-717-0002-000,54482
06-717-0003-000,48860
06-717-0004-000,70980
06-717-0005-000,81782
06-717-0006-000,109515
06-717-0007-000,58872
06-717-0008-000,59938
06-717-0009-000,62067
06-717-0010-000,70222
06-717-0011-000,89531
06-717-0012-000,0
06-717-0012-100,20142
06-717-0012-200,0
06-717-0013-000,0
06-717-0013-100,93396
06-717-0014-000,35938
06-717-0015-000,81782
06-717-0016-000,39490
06-717-0017-000,34863
06-717-0018-000,57108
06-717-0019-000,21632
06-717-0020-000,29734
06-717-0021-000,21763
06-717-0022-000,29081
06-717-0023-000,30660
06-717-0024-000,36174
06-717-0025-000,26361
06-717-0026-000,34694
06-717-0027-000,23423
06-717-0028-000,73920
06-717-0029-000,64089
06-717-0030-000,12000
06-717-0031-000,0
06-717-0032-000,37356
06-717-0033-000,40548
06-717-0034-000,35097
06-720-0001-000,0
06-720-0002-000,13002
06-720-0003-000,32163
06-720-0004-000,29319
06-720-0005-000,34518
06-720-0006-000,0
06-720-0007-000,18392
06-720-0008-000,53445
06-720-0009-000,32982
06-720-0010-000,32155
06-720-0011-000,24941
06-720-0012-000,19858
06-720-0013-000,52680
06-720-0014-000,54232
06-720-0015-000,48300
06-720-0016-000,25179
06-720-0017-000,23168
06-720-0018-000,21803
06-720-0019-000,21632
06-720-0020-000,17494
06-720-0021-000,20686
06-720-0023-000,18795
06-720-0024-000,14539
06-720-0025-000,20331
06-720-0026-000,18558
06-720-0027-000,22376
06-720-0028-000,47040
06-720-0029-000,22932
06-720-0030-000,39589
06-720-0031-000,44400
06-720-0032-000,21512
06-720-0033-000,23641
06-720-0034-000,25657
06-720-0035-000,34600
06-720-0036-000,31714
06-720-0037-000,33217
06-720-0038-000,24728
06-720-0039-000,42700
06-720-0040-000,26715
06-720-0041-000,21394
06-720-0042-000,0
06-720-0043-000,0
06-720-0043-100,23849
06-720-0044-000,21159
06-720-0045-000,19977
06-720-0046-000,23878
06-720-0047-000,33454
06-720-0048-000,32214
06-720-0049-000,42300
06-720-0050-000,24350
06-720-0051-000,16784
06-720-0052-000,19977
06-720-0053-000,52600
06-720-0054-000,34800
06-720-0055-000,27776
06-720-0056-000,18558
06-720-0057-000,20970
06-720-0058-000,25061
06-720-0059-000,21278
06-720-0060-000,27543
06-720-0062-000,21985
06-720-0063-000,33300
06-720-0064-000,16549
06-720-0065-000,29263
06-720-0066-000,48800
06-720-0067-000,40430
06-722-0001-000,17612
06-722-0002-000,38504
06-722-0003-000,21205
06-722-0004-000,41800
06-722-0005-000,26953
06-722-0006-000,32036
06-722-0007-000,2200
06-722-0008-000,42241
06-722-0009-000,20923
06-722-0010-000,20923
06-722-0011-000,53000
06-722-0012-000,35304
06-722-0013-000,49000
06-722-0014-000,0
06-722-0014-100,0
06-722-0014-200,37291
06-722-0016-000,22341
06-722-0017-000,33600
06-722-0018-000,35142
06-722-0019-000,30450
06-722-0020-000,23758
06-722-0021-000,27540
06-722-0022-000,37900
06-722-0023-000,9126
06-722-0024-000,72555
06-722-0025-000,45570
06-722-0026-000,1995
06-722-0027-000,18795
06-722-0028-000,18086
06-722-0029-000,16549
06-722-0030-000,0
06-722-0031-000,28309
06-722-0032-000,67900
06-722-0033-000,23641
06-722-0034-000,32589
06-722-0035-000,28373
06-722-0036-000,17612
06-722-0037-000,1429
06-722-0038-000,50200
06-722-0039-000,24206
06-722-0040-000,26007
06-722-0041-000,0
06-722-0041-100,0
06-722-0042-000,0
06-722-0043-000,27424
06-722-0044-000,27071
06-722-0045-000,25061
06-722-0046-000,25179
06-722-0047-000,17257
06-722-0048-000,24955
06-722-0049-000,24114
06-722-0050-000,23878
06-722-0051-000,49500
06-722-0052-000,28576
06-722-0054-000,39153
06-722-0055-000,29593
06-722-0056-000,31784
06-722-0057-000,25017
06-722-0058-000,19594
06-722-0059-000,15011
06-722-0060-000,21042
06-722-0061-000,32400
06-722-0062-000,30145
06-722-0063-000,25488
06-722-0064-000,16430
06-722-0065-000,0
06-722-0065-100,41265
06-722-0066-000,0
06-722-0067-000,30381
06-722-0068-000,29081
06-722-0069-000,19858
06-722-0070-000,33705
06-722-0071-000,25297
06-722-0072-000,25533
06-722-0073-000,33274
06-722-0074-000,41975
06-722-0075-000,0
06-722-0075-100,24114
06-722-0076-000,0
06-722-0077-000,20095
06-725-0002-000,129181
06-725-0003-000,142170
06-725-0004-000,243612
06-728-0001-000,27311
06-728-0002-000,43260
06-728-0003-000,37943
06-728-0004-000,31894
06-728-0005-000,34656
06-728-0006-000,4200
06-728-0007-000,25935
06-728-0008-000,29835
06-728-0009-000,18138
06-728-0010-000,27769
06-728-0011-000,31064
06-728-0012-000,25705
06-728-0013-000,25475
06-728-0014-000,11886
06-728-0015-000,3000
06-728-0016-000,1064
06-728-0017-000,4100
06-728-0018-000,2948
06-731-0001-000,3465
06-731-0002-000,10595
06-731-0003-000,19491
06-734-0001-000,21682
06-734-0002-000,31679
06-734-0003-000,24090
06-734-0004-000,30958
06-734-0005-000,28352
06-734-0006-000,31209
06-734-0007-000,27945
06-734-0008-000,26861
06-734-0009-000,33763
06-734-0010-000,30958
06-734-0011-000,56805
06-734-0012-000,20356
06-734-0013-000,30116
06-734-0014-000,10500
06-734-0015-000,31924
06-734-0016-000,45663
06-734-0017-000,26439
06-734-0018-000,49700
06-734-0019-000,54180
06-734-0020-000,28067
06-734-0021-000,29271
06-734-0022-000,25935
06-734-0023-000,18671
06-734-0024-000,31815
06-734-0025-000,1735
06-734-0026-000,4357
06-734-0027-000,2331
06-734-0028-000,4400
06-734-0029-000,42951
06-734-0030-000,16865
06-734-0031-000,33508
06-734-0032-000,25900
06-734-0033-000,20356
06-734-0034-000,40716
06-734-0035-000,35689
06-734-0036-000,31753
06-734-0037-000,31561
06-734-0038-000,0
06-734-0038-100,56288
06-734-0039-000,0
06-734-0040-000,32269
06-734-0041-000,212003
06-734-0042-000,31670
06-734-0043-000,36259
06-734-0044-000,38214
06-734-0045-000,24542
06-734-0046-000,28309
06-734-0047-000,552
06-734-0048-000,36501
06-734-0049-000,22403
06-734-0050-000,23008
06-734-0051-000,0
06-734-0052-000,24694
06-734-0053-000,0
06-734-0054-000,36402
06-734-0055-000,18309
06-734-0056-000,45972
06-734-0057-000,28689
06-734-0058-000,24934
06-734-0059-000,24111
06-734-0060-000,37200
06-734-0061-000,31561
06-734-0062-000,21458
06-734-0063-000,26259
06-734-0064-000,26020
06-734-0065-000,31803
06-734-0066-000,28669
06-734-0067-000,68800
06-734-0068-000,33843
06-734-0069-000,30814
06-734-0070-000,42840
06-734-0071-000,2200
06-734-0072-000,27705
06-734-0073-000,28413
06-734-0074-000,21198
06-734-0075-000,39391
06-734-0076-000,30595
06-734-0077-000,28912
06-734-0078-000,42893
06-734-0079-000,27945
06-734-0080-000,40100
06-734-0081-000,22526
06-734-0082-000,19272
06-734-0083-000,22605
06-734-0084-000,20837
06-734-0085-000,1900
06-734-0086-000,30724
06-734-0087-000,28550
06-734-0088-000,34742
06-734-0089-000,33131
06-734-0090-000,35413
06-734-0091-000,40803
06-734-0092-000,25657
06-734-0093-000,25651
06-734-0094-000,18671
06-734-0095-000,26503
06-734-0096-000,38895
06-734-0097-000,57100
06-734-0098-000,25780
06-734-0099-000,19754
06-734-0100-000,5800
06-734-0101-000,69200
06-734-0102-000,31077
06-734-0103-000,32525
06-734-0104-000,41078
06-734-0105-000,0
06-734-0106-000,54000
06-734-0107-000,31077
06-734-0108-000,21801
06-734-0109-000,44800
06-734-0110-000,30477
06-734-0111-000,23008
06-734-0112-000,29994
06-734-0113-000,30133
06-734-0114-000,31199
06-734-0115-000,26861
06-734-0116-000,26111
06-734-0117-000,24211
06-734-0118-000,30133
06-734-0119-000,43850
06-734-0120-000,1900
06-734-0121-000,34197
06-734-0123-000,28187
06-734-0124-000,39015
06-734-0125-000,0
06-734-0126-000,30524
06-734-0127-000,35415
06-734-0128-000,65700
06-734-0129-000,35452
06-734-0130-000,26085
06-734-0131-000,31199
06-734-0132-000,37991
06-737-0001-000,47200
06-737-0002-000,22341
06-737-0003-000,44578
06-737-0004-000,22932
06-737-0005-000,0
06-737-0005-100,2968
06-737-0005-200,0
06-737-0005-300,0
06-737-0007-000,20686
06-737-0008-000,24469
06-737-0009-000,13473
06-737-0010-000,37800
06-737-0012-000,0
06-737-0013-000,35576
06-737-0014-000,31564
06-737-0015-000,19977
06-737-0016-000,15248
06-737-0017-000,0
06-737-0018-000,0
06-737-0018-100,32745
06-737-0019-000,42343
06-737-0020-000,58500
06-737-0021-000,22953
06-737-0022-000,23405
06-737-0023-000,26124
06-737-0024-000,24305
06-737-0025-000,0
06-737-0025-100,21278
06-737-0026-000,0
06-737-0026-100,0
06-737-0026-200,0
06-737-0027-000,0
06-737-0027-100,27778
06-737-0028-000,32359
06-737-0029-000,23758
06-737-0030-000,21042
06-737-0031-000,22694
06-737-0032-000,21985
06-737-0033-000,29908
06-737-0034-000,23168
06-737-0035-000,26361
06-737-0036-000,32600
06-737-0037-000,36294
06-737-0038-000,23700
06-737-0039-000,20095
06-737-0040-000,22223
06-737-0041-000,38640
06-737-0042-000,42600
06-739-0001-000,107835
06-739-0002-000,124720
06-739-0004-000,85313
06-739-0005-000,66953
06-739-0006-000,55078
06-739-0007-000,84822
06-739-0008-000,100300
06-739-0010-000,126150
06-739-0011-000,85610
06-739-0012-000,79390
06-739-0013-000,76622
06-739-0014-000,95105
06-739-0015-000,98288
06-740-0001-000,50000
06-740-0002-000,20155
06-740-0004-000,25725
06-740-0005-000,0
06-740-0005-100,36520
06-740-0006-000,0
06-740-0007-000,24069
06-740-0008-000,19325
06-740-0009-000,21221
06-740-0010-000,22170
06-740-0011-000,13395
06-740-0012-000,25017
06-740-0013-000,19414
06-740-0015-000,0
06-740-0018-000,44332
06-740-0019-000,30574
06-740-0020-000,0
06-740-0021-000,21000
06-740-0022-000,18715
06-740-0023-000,17848
06-740-0024-000,19679
06-740-0025-000,27507
06-740-0026-000,17730
06-740-0027-000,26361
06-740-0028-000,26242
06-740-0032-000,129363
06-740-0036-000,112015
06-740-0037-000,18493
06-740-0038-000,20606
06-740-0039-000,27150
06-740-0040-000,0
06-740-0041-000,0
06-740-0042-000,0
06-740-0042-100,61700
06-740-0044-000,19679
06-740-0046-000,0
06-740-0046-100,85680
06-740-0047-000,0
06-740-0048-000,0
06-740-0049-000,0
06-740-0050-000,0
06-740-0051-000,0
06-740-0052-000,0
06-740-0053-000,0
06-740-0054-000,800
06-740-0055-000,1400
06-743-0001-000,150500
06-743-0002-000,98595
06-743-0003-000,45631
06-743-0004-000,35334
06-743-0005-000,18730
06-743-0006-000,23755
06-743-0007-000,22495
06-743-0008-000,27071
06-743-0009-000,0
06-743-0010-000,25415
06-743-0011-000,19918
06-743-0012-000,29790
06-743-0013-000,19918
06-743-0014-000,57120
06-743-0015-000,27769
06-743-0016-000,39448
06-743-0017-000,2200
06-743-0018-000,34978
06-743-0019-000,29908
06-743-0020-000,25729
06-743-0021-000,34400
06-743-0022-000,21341
06-743-0023-000,16902
06-743-0024-000,15650
06-743-0025-000,2000
06-743-0026-000,36512
06-743-0027-000,39165
06-743-0028-000,26203
06-743-0029-000,23001
06-743-0030-000,19858
06-743-0031-000,49690
06-743-0032-000,30116
06-743-0033-000,30116
06-743-0034-000,21278
06-743-0035-000,24423
06-743-0036-000,11936
06-743-0037-000,16784
06-743-0038-000,22764
06-743-0039-000,25036
06-743-0040-000,27081
06-743-0041-000,31996
06-743-0042-000,18970
06-743-0043-000,27189
06-743-0045-000,21815
06-743-0046-000,28573
06-743-0047-000,66200
06-743-0049-000,22882
06-743-0050-000,40530
06-743-0051-000,19148
06-743-0052-000,32214
06-743-0053-000,58905
06-743-0054-000,27625
06-743-0055-000,37800
06-743-0056-000,42315
06-743-0057-000,45771
06-743-0058-000,37319
06-743-0059-000,31786
06-743-0060-000,24677
06-743-0061-000,36534
06-743-0062-000,23236
06-743-0063-000,56910
06-743-0064-000,41216
06-743-0065-000,21394
06-743-0066-000,24898
06-743-0067-000,19032
06-743-0068-000,50715
06-743-0069-000,20803
06-743-0070-000,67588
06-743-0071-000,116100
06-743-0072-000,23405
06-743-0073-000,2200
06-743-0074-000,24232
06-743-0075-000,27120
06-743-0076-000,17494
06-743-0078-000,34147
06-743-0079-000,23878
06-743-0080-000,48610
06-743-0081-000,202760
06-743-0082-000,28875
06-743-0083-000,27720
06-743-0084-000,49875
06-743-0085-000,15605
06-743-0086-000,50900
06-743-0087-000,23758
06-743-0088-000,21159
06-743-0089-000,45780
06-743-0090-000,18138
06-743-0091-000,0
06-743-0091-100,20567
06-743-0092-000,0
06-743-0093-000,21632
06-743-0094-000,51450
06-743-0095-000,14500
06-743-0096-000,6700
06-743-0098-000,90000
06-743-0099-000,12100
06-743-0100-000,23996
06-743-0101-000,28263
06-743-0102-000,20923
06-743-0103-000,27625
06-743-0104-000,0
06-743-0105-000,0
06-743-0105-100,25862
06-743-0106-000,36227
06-743-0108-000,0
06-743-0109-000,0
06-743-0109-100,40055
06-743-0110-000,25596
06-743-0111-000,19443
06-743-0112-000,48100
06-743-0113-000,20331
06-743-0114-000,21432
06-743-0115-000,0
06-743-0116-000,21747
06-743-0117-000,56500
06-743-0118-000,24350
06-743-0119-000,33283
06-743-0120-000,24825
06-743-0121-000,34753
06-743-0122-000,31165
06-743-0123-000,0
06-743-0123-100,40320
06-743-0124-000,0
06-743-0125-000,20274
06-743-0126-000,51800
06-743-0127-000,50800
06-743-0128-000,21159
06-743-0129-000,3017
06-743-0130-000,40598
06-743-0131-000,74572
06-743-0132-000,37948
06-743-0134-000,23878
06-743-0135-000,31445
06-743-0136-000,32647
06-743-0137-000,45780
06-743-0138-000,24017
06-743-0139-000,26503
06-743-0141-000,25055
06-743-0141-100,0
06-743-0142-000,33763
06-743-0143-000,26505
06-743-0144-000,71400
06-743-0145-000,71295
06-743-0146-000,60585
06-743-0148-000,34965
06-743-0150-000,161681
06-743-0151-000,22042
06-743-0152-000,2100
06-743-0153-000,47621
06-743-0154-000,19032
06-743-0155-000,17900
06-743-0156-000,26111
06-743-0157-000,0
06-743-0158-000,45200
06-743-0159-000,10356
06-743-0160-000,42615
06-743-0161-000,0
06-743-0162-000,30964
06-743-0163-000,27585
06-743-0164-000,52185
06-743-0165-000,31924
06-743-0166-000,0
06-743-0167-000,22403
06-743-0168-000,0
06-743-0168-100,26361
06-743-0169-000,19875
06-743-0170-000,19150
06-743-0171-000,68800
06-743-0172-000,10000
06-743-0173-000,44583
06-743-0175-000,30411
06-743-0176-000,24761
06-743-0177-000,25780
06-743-0178-000,32982
06-743-0179-000,39753
06-743-0180-000,16018
06-743-0181-000,22725
06-743-0182-000,44400
06-743-0183-000,43223
06-743-0184-000,30912
06-743-0185-000,32246
06-743-0186-000,32283
06-743-0187-000,56175
06-743-0188-000,1800
06-743-0189-000,29032
06-743-0190-000,38214
06-743-0191-000,104899
06-743-0194-000,28669
06-743-0195-000,29994
06-743-0196-000,31574
06-743-0197-000,28791
06-743-0198-000,30684
06-743-0199-000,21441
06-743-0200-000,32800
06-743-0201-000,19996
06-743-0202-000,24557
06-743-0203-000,25416
06-743-0204-000,30234
06-743-0205-000,26222
06-743-0206-000,28550
06-743-0207-000,29408
06-743-0208-000,29633
06-743-0209-000,33434
06-743-0210-000,28912
06-743-0211-000,0
06-743-0211-100,85896
06-743-0212-000,0
06-743-0213-000,0
06-743-0213-100,2500
06-743-0214-000,0
06-743-0215-000,27345
06-743-0216-000,46700
06-743-0217-000,43489
06-743-0218-000,0
06-743-0219-000,0
06-743-0220-000,0
06-743-0220-100,0
06-743-0220-200,15576
06-743-0220-300,1600
06-743-0221-000,39200
06-743-0222-000,0
06-743-0223-000,0
06-743-0224-000,30868
06-743-0225-000,31441
06-743-0226-000,36540
06-743-0227-000,34816
06-743-0228-000,42105
06-743-0229-000,29633
06-743-0230-000,29176
06-743-0231-000,1700
06-743-0232-000,0
06-743-0232-100,24090
06-743-0233-000,0
06-743-0234-000,24811
06-743-0235-000,20478
06-743-0236-000,17466
06-743-0237-000,14091
06-743-0238-000,0
06-743-0238-100,33863
06-743-0239-000,0
06-743-0240-000,46200
06-743-0241-000,26379
06-743-0242-000,43503
06-743-0243-000,0
06-743-0244-000,0
06-743-0244-100,27293
06-743-0245-000,0
06-743-0247-000,0
06-743-0248-000,18549
06-743-0249-000,32947
06-743-0250-000,0
06-743-0251-000,0
06-743-0252-000,29719
06-743-0253-000,0
06-743-0254-000,20770
06-743-0255-000,20507
06-743-0256-000,1000
06-743-0257-000,1286
06-743-0258-000,30837
06-743-0260-000,0
06-743-0263-000,27945
06-743-0264-000,37695
06-743-0265-000,26477
06-743-0266-000,29501
06-743-0267-000,38179
06-743-0268-000,60200
06-743-0269-000,53300
06-743-0270-000,17585
06-743-0271-000,49665
06-743-0272-000,28550
06-743-0273-000,40673
06-743-0274-000,53400
06-743-0275-000,46861
06-743-0276-000,49770
06-743-0277-000,59520
06-743-0278-000,44211
