ParcelMaster.parcelnumber,Parcels.current_taxable
06-764-0040-000,63668
06-764-0041-000,27705
06-764-0042-000,23247
06-764-0043-000,23849
06-764-0044-000,42452
06-764-0045-000,57225
06-764-0046-000,60700
06-764-0047-000,28669
06-764-0048-000,29754
06-764-0049-000,38775
06-764-0050-000,29633
06-764-0051-000,46477
06-764-0052-000,23247
06-764-0053-000,58275
06-764-0054-000,29032
06-764-0055-000,25416
06-764-0056-000,95416
06-764-0057-000,0
06-764-0057-100,124136
06-764-0058-000,0
06-764-0059-000,0
06-764-0060-000,25655
06-764-0061-000,66400
06-764-0062-000,25537
06-764-0063-000,20597
06-764-0064-000,22887
06-764-0065-000,43700
06-764-0066-000,28550
06-764-0067-000,21320
06-764-0068-000,27649
06-764-0069-000,0
06-764-0069-100,392070
06-764-0071-000,0
06-764-0072-000,12600
06-764-0073-000,84426
06-764-0074-000,29633
06-764-0075-000,22204
06-764-0076-000,45343
06-764-0078-000,42474
06-764-0079-000,34574
06-764-0080-000,54690
06-764-0081-000,42517
06-764-0082-000,41913
06-764-0083-000,23367
06-764-0084-000,23008
06-764-0085-000,27152
06-764-0086-000,21933
06-764-0087-000,41017
06-764-0088-000,30647
06-764-0089-000,29151
06-764-0090-000,34075
06-764-0091-000,62400
06-764-0092-000,31321
06-764-0093-000,65400
06-764-0094-000,62700
06-764-0095-000,20236
06-764-0096-000,30356
06-764-0097-000,45948
06-764-0098-000,24211
06-764-0099-000,30234
06-764-0100-000,27973
06-764-0101-000,34453
06-764-0102-000,58065
06-764-0103-000,18031
06-764-0104-000,2800
06-764-0105-000,29633
06-764-0106-000,53235
06-764-0107-000,31681
06-764-0108-000,50319
06-764-0109-000,29754
06-764-0110-000,25416
06-764-0111-000,34212
06-764-0112-000,62685
06-764-0113-000,40279
06-764-0114-000,30356
06-764-0115-000,33007
06-764-0116-000,24211
06-764-0117-000,49242
06-764-0118-000,45465
06-764-0119-000,23128
06-764-0120-000,19513
06-764-0121-000,29994
06-764-0122-000,50810
06-764-0123-000,26503
06-764-0124-000,24452
06-764-0125-000,29633
06-764-0126-000,27464
06-764-0127-000,30958
06-764-0128-000,32499
06-764-0129-000,58136
06-764-0130-000,48078
06-764-0131-000,39697
06-764-0132-000,28067
06-764-0133-000,51450
06-764-0134-000,37825
06-764-0135-000,24934
06-764-0136-000,26379
06-764-0137-000,36606
06-764-0138-000,29271
06-764-0139-000,33847
06-764-0140-000,35897
06-764-0141-000,25055
06-764-0142-000,62692
06-764-0143-000,33487
06-764-0144-000,29271
06-764-0145-000,17466
06-764-0146-000,63500
06-764-0147-000,27825
06-764-0148-000,26861
06-764-0149-000,48610
06-764-0150-000,28426
06-764-0151-000,35617
06-764-0152-000,29367
06-764-0153-000,36019
06-764-0154-000,33007
06-764-0155-000,63000
06-764-0156-000,34164
06-764-0157-000,83000
06-764-0158-000,51691
06-764-0159-000,28791
06-764-0160-000,31441
06-764-0161-000,24452
06-764-0162-000,24211
06-764-0163-000,25900
06-764-0164-000,28791
06-764-0165-000,30234
06-764-0166-000,30116
06-764-0167-000,36380
06-764-0168-000,28669
06-764-0169-000,33847
06-764-0170-000,31441
06-764-0171-000,30356
06-764-0172-000,54110
06-764-0173-000,26379
06-764-0174-000,34621
06-764-0175-000,57702
06-764-0176-000,26982
06-764-0177-000,29754
06-764-0178-000,32627
06-764-0179-000,51900
06-764-0180-000,55317
06-764-0181-000,30958
06-764-0182-000,31441
06-764-0183-000,24442
06-764-0184-000,53581
06-764-0185-000,26861
06-764-0186-000,34852
06-764-0187-000,32163
06-764-0188-000,58900
06-764-0189-000,35000
06-764-0190-000,24934
06-764-0191-000,26620
06-764-0192-000,52200
06-764-0193-000,28187
06-764-0194-000,50435
06-764-0195-000,27825
06-764-0196-000,30477
06-764-0197-000,37871
06-764-0198-000,37493
06-764-0199-000,25610
06-764-0200-000,23490
06-764-0201-000,57300
06-764-0202-000,38672
06-764-0203-000,42918
06-764-0204-000,58800
06-764-0205-000,48428
06-764-0206-000,39754
06-764-0207-000,36884
06-764-0208-000,36500
06-764-0209-000,38420
06-764-0210-000,23732
06-764-0211-000,40477
06-764-0212-000,2800
06-764-0213-000,32844
06-764-0214-000,28309
06-764-0215-000,25900
06-764-0216-000,27464
06-764-0217-000,46509
06-764-0218-000,33424
06-764-0219-000,34934
06-764-0220-000,27103
06-764-0221-000,33553
06-764-0222-000,57435
06-764-0223-000,40904
06-764-0224-000,26140
06-764-0225-000,58300
06-764-0226-000,26259
06-764-0227-000,26620
06-764-0228-000,24090
06-764-0229-000,29633
06-764-0230-000,31561
06-764-0231-000,42414
06-764-0232-000,62800
06-764-0233-000,30116
06-764-0234-000,48800
06-764-0235-000,29392
06-764-0236-000,29633
06-764-0237-000,41359
06-764-0238-000,36019
06-764-0239-000,26861
06-764-0240-000,63600
06-764-0241-000,36740
06-764-0242-000,33369
06-764-0243-000,31441
06-764-0244-000,67725
06-764-0245-000,48483
06-764-0246-000,58065
06-764-0247-000,30837
06-764-0248-000,31199
06-764-0249-000,28912
06-764-0250-000,29994
06-764-0251-000,40891
06-764-0252-000,68145
06-764-0253-000,60050
06-764-0254-000,55362
06-764-0255-000,33730
06-764-0256-000,74731
06-764-0257-000,72368
06-764-0258-000,35669
06-764-0259-000,46397
06-764-0260-000,36620
06-764-0261-000,34333
06-764-0262-000,34550
06-764-0263-000,25055
06-764-0264-000,37593
06-764-0265-000,55137
06-764-0266-000,78300
06-764-0267-000,78300
06-764-0268-000,0
06-764-0269-000,42001
06-764-0270-000,30837
06-764-0271-000,38062
06-764-0272-000,79000
06-764-0273-000,27910
06-764-0274-000,34284
06-764-0275-000,32403
06-764-0276-000,33248
06-764-0277-000,39247
06-764-0278-000,22767
06-764-0279-000,24811
06-764-0280-000,45507
06-764-0281-000,26140
06-764-0282-000,69195
06-764-0283-000,24211
06-764-0284-000,53235
06-764-0285-000,35897
06-764-0286-000,42084
06-764-0287-000,27071
06-764-0288-000,49400
06-764-0289-000,25297
06-764-0290-000,0
06-764-0291-000,43102
06-764-0295-000,112500
06-764-0296-000,346406
06-764-0297-000,66360
06-764-0298-000,32042
06-764-0299-000,69300
06-764-0300-000,39632
06-764-0301-000,36259
06-764-0302-000,30837
06-764-0303-000,34333
06-764-0304-000,48750
06-764-0305-000,30356
06-764-0306-000,1537
06-764-0307-000,25297
06-764-0308-000,20116
06-764-0309-000,0
06-764-0310-000,29873
06-764-0311-000,24705
06-764-0312-000,36400
06-764-0313-000,19513
06-764-0314-000,33369
06-764-0315-000,28791
06-764-0316-000,48809
06-764-0317-000,27090
06-764-0318-000,36861
06-764-0319-000,31557
06-764-0320-000,31441
06-764-0322-000,39015
06-764-0323-000,0
06-764-0323-100,29408
06-764-0324-000,20116
06-764-0325-000,23367
06-764-0326-000,23490
06-764-0327-000,59830
06-764-0328-000,30116
06-764-0329-000,61950
06-767-0001-000,53970
06-767-0002-000,57521
06-767-0003-000,36839
06-767-0004-000,50435
06-767-0005-000,36839
06-767-0006-000,45531
06-767-0007-000,57772
06-767-0008-000,37940
06-767-0009-000,48100
06-767-0010-000,68880
06-767-0011-000,51408
06-767-0012-000,40633
06-768-0001-000,67348
06-768-0002-000,64778
06-768-0003-000,64119
06-768-0004-000,72825
06-768-0005-000,45651
06-768-0006-000,53891
06-768-0007-000,56007
06-768-0008-000,42837
06-768-0009-000,46753
06-768-0010-000,51772
06-768-0011-000,42101
06-768-0012-000,49873
06-768-0013-000,56146
06-768-0014-000,47827
06-768-0015-000,68355
06-768-0016-000,42348
06-768-0017-000,43541
06-768-0018-000,80000
06-768-0019-000,43203
06-769-0001-000,77600
06-769-0002-000,68189
06-769-0003-000,68078
06-769-0004-000,46876
06-769-0005-000,50671
06-769-0006-000,49691
06-769-0007-000,66786
06-769-0008-000,47120
06-769-0009-000,41583
06-769-0010-000,43694
06-769-0011-000,45407
06-769-0012-000,63621
06-769-0013-000,47243
06-769-0014-000,40389
06-769-0015-000,45638
06-769-0016-000,55569
06-769-0017-000,61076
06-769-0018-000,41857
06-769-0019-000,79600
06-769-0020-000,36348
06-769-0021-000,67915
06-769-0022-000,51160
06-769-0023-000,53239
06-769-0024-000,48825
06-769-0025-000,40512
06-769-0026-000,53358
06-770-0001-000,70870
06-770-0002-000,99000
06-770-0003-000,52752
06-770-0004-000,92400
06-770-0005-000,73446
06-770-0006-000,50181
06-770-0007-000,47978
06-771-0001-000,57772
06-771-0002-000,61321
06-771-0003-000,67072
06-771-0004-000,112900
06-771-0005-000,47489
06-771-0006-000,112600
06-771-0007-000,47074
06-771-0008-000,55322
06-771-0009-000,58217
06-771-0010-000,52383
06-771-0011-000,56302
06-771-0012-000,70921
06-771-0013-000,52383
06-771-0014-000,80220
06-771-0015-000,55445
06-771-0016-000,62535
06-774-0001-000,44145
06-774-0002-000,51000
06-774-0003-000,0
06-774-0004-000,54495
06-774-0005-000,33573
06-774-0006-000,25966
06-774-0007-000,1600
06-774-0008-000,21394
06-774-0009-000,43800
06-774-0010-000,18440
06-774-0011-000,12529
06-777-0001-000,21921
06-777-0002-000,65300
06-777-0003-000,55500
06-777-0004-000,25380
06-777-0005-000,29032
06-777-0006-000,29875
06-777-0007-000,26508
06-777-0008-000,48300
06-777-0009-000,28187
06-777-0010-000,15778
06-777-0011-000,33847
06-777-0014-000,57586
06-777-0015-000,25655
06-777-0016-000,0
06-777-0017-000,45300
06-777-0018-000,22644
06-777-0019-000,34863
06-777-0020-000,54900
06-780-0001-000,134277
06-780-0002-000,118117
06-780-0003-000,398265
06-780-0004-000,103918
06-780-0005-000,175356
06-780-0006-000,123258
06-780-0007-000,130591
06-780-0008-000,137858
06-780-0009-000,78947
06-780-0009-100,247408
06-780-0010-000,111629
06-780-0011-000,297465
06-780-0012-000,224122
06-780-0013-000,115059
06-780-0014-000,153911
06-780-0015-000,238455
06-780-0016-000,112120
06-780-0017-000,166590
06-900-0002-000,0
06-900-0003-000,0
06-900-0004-000,0
06-900-0005-000,0
06-900-0006-000,0
06-900-0007-000,0
06-900-0008-000,0
06-900-0009-000,0
06-900-0010-000,0
06-900-0011-000,0
06-900-0012-000,0
06-900-0013-000,0
06-900-0014-000,0
06-900-0015-000,0
06-900-0016-000,0
06-900-0017-000,0
06-900-0018-000,0
06-900-0019-000,0
06-900-0021-000,0
06-900-0022-000,0
06-900-0023-000,0
06-900-0024-000,0
06-900-0025-000,0
06-900-0026-000,0
06-900-0027-000,0
06-900-0028-000,0
06-900-0029-000,0
06-900-0030-000,0
06-900-0031-000,0
06-900-0032-000,0
06-900-0033-000,0
06-900-0034-000,0
06-900-0035-000,0
06-900-0036-000,0
06-900-0037-000,0
06-900-0038-000,0
06-900-0039-000,0
06-900-0040-000,0
06-900-0041-000,0
06-900-0042-000,0
06-900-0043-000,0
06-900-0044-000,0
06-900-0045-000,0
06-900-0046-000,0
06-900-0047-000,0
06-900-0048-000,0
06-900-0049-000,0
06-900-0050-000,0
06-900-0051-000,0
06-900-0053-000,0
06-900-0054-000,0
06-900-0055-000,0
06-900-0056-000,0
06-900-0057-000,0
06-900-0058-000,0
06-900-0059-000,0
06-900-0060-000,0
06-900-0061-000,0
06-900-0062-000,0
06-900-0063-000,0
06-900-0064-000,0
06-900-0065-000,0
06-900-0066-000,0
06-900-0067-000,0
06-900-0068-000,0
06-900-0069-000,0
06-900-0070-000,0
06-900-0071-000,0
06-900-0072-000,0
06-900-0073-000,0
06-900-0074-000,0
06-900-0075-000,0
06-900-0076-000,0
06-900-0077-000,0
06-900-0078-000,0
06-900-0079-000,0
06-900-0080-000,0
06-900-0081-000,0
06-900-0082-000,0
06-900-0083-000,0
06-900-0084-000,0
06-900-0085-000,0
06-900-0086-000,0
06-900-0087-000,0
06-900-0088-000,0
06-900-0089-000,1039571
06-900-0090-000,57608
06-900-0091-000,296545
06-900-0092-000,332581
06-900-0093-000,1699244
06-901-0001-000,0
06-901-0002-000,0
06-901-0003-000,0
06-901-0004-000,0
06-901-0005-000,0
06-901-0006-000,0
06-901-0007-000,0
06-901-0008-000,0
06-901-0010-000,0
06-901-0011-000,0
06-901-0012-000,0
06-901-0013-000,0
06-901-0014-000,0
06-901-0015-000,0
06-901-0016-000,0
06-901-0017-000,0
06-901-0018-000,0
06-901-0019-000,0
06-901-0021-000,0
06-901-0022-000,0
06-901-0023-000,0
06-901-0024-000,0
06-901-0025-000,0
06-901-0026-000,0
06-901-0027-000,0
06-901-0028-000,0
06-901-0029-000,0
06-901-0030-000,0
06-901-0031-000,0
06-901-0032-000,0
06-901-0033-000,0
06-901-0034-000,0
06-901-0035-000,0
06-901-0036-000,0
06-901-0037-000,0
06-901-0038-000,0
06-901-0039-000,0
06-901-0040-000,0
06-901-0041-000,0
06-901-0042-000,0
06-901-0043-000,0
06-901-0044-000,0
06-901-0045-000,0
06-901-0046-000,0
06-901-0047-000,0
06-901-0048-000,0
06-901-0049-000,0
06-901-0050-000,0
06-901-0051-000,0
06-901-0054-000,0
06-901-0055-000,0
06-901-0056-000,0
06-901-0057-000,0
06-901-0058-000,0
06-901-0059-000,0
06-901-0060-000,0
06-901-0061-000,0
06-901-0062-000,0
06-901-0063-000,0
06-901-0064-000,0
06-901-0065-000,0
06-901-0066-000,0
06-901-0067-000,0
06-901-0068-000,0
06-901-0069-000,0
06-901-0070-000,0
06-901-0071-000,0
06-901-0072-000,0
06-901-0073-000,0
06-901-0074-000,0
06-901-0075-000,0
06-901-0076-000,0
06-901-0077-000,0
06-901-0078-000,0
06-901-0079-000,0
06-901-0080-000,0
06-901-0081-000,0
06-901-0082-000,0
06-901-0083-000,0
06-901-0084-000,0
06-901-0085-000,0
06-901-0086-000,0
06-901-0087-000,0
06-901-0088-000,0
06-901-0089-000,0
06-901-0090-000,0
06-901-0091-000,0
06-901-0092-000,0
06-901-0093-000,0
06-901-0094-000,0
06-901-0095-000,0
06-901-0096-000,0
06-901-0097-000,0
06-901-0098-000,0
06-901-0099-000,0
06-901-0100-000,0
06-901-0101-000,0
06-901-0102-000,0
06-901-0103-000,0
06-901-0104-000,0
06-901-0105-000,0
06-901-0106-000,0
06-901-0107-000,0
06-901-0108-000,0
06-901-0109-000,0
06-901-0110-000,0
06-901-0111-000,0
06-901-0112-000,0
06-901-0113-000,0
06-901-0114-000,0
06-901-0115-000,0
06-901-0116-000,0
06-901-0117-000,0
06-901-0118-000,0
06-901-0119-000,0
06-901-0120-000,0
06-901-0121-000,0
06-901-0122-000,0
06-901-0123-000,0
06-901-0124-000,0
06-901-0125-000,0
06-901-0126-000,0
06-901-0127-000,0
06-901-0128-000,0
06-901-0129-000,0
06-901-0130-000,0
06-901-0131-000,0
06-901-0132-000,0
06-901-0133-000,0
06-901-0134-000,0
06-901-0135-000,0
06-901-0136-000,0
06-901-0137-000,0
06-901-0138-000,0
06-901-0139-000,0
06-901-0140-000,0
06-901-0141-000,0
06-901-0142-000,0
06-901-0143-000,0
06-901-0144-000,0
06-901-0145-000,0
06-901-0146-000,0
06-901-0147-000,0
06-901-0148-000,0
06-901-0149-000,0
06-901-0150-000,0
06-901-0151-000,0
06-901-0152-000,0
06-901-0153-000,0
06-901-0154-000,0
06-901-0155-000,0
06-901-0156-000,0
06-901-0157-000,0
06-901-0158-000,0
06-901-0159-000,0
06-901-0160-000,0
06-901-0161-000,0
06-901-0162-000,0
06-901-0163-000,0
06-901-0164-000,0
06-901-0165-000,0
06-901-0166-000,0
06-901-0167-000,0
06-901-0168-000,0
06-901-0169-000,0
06-901-0170-000,0
06-901-0171-000,0
06-901-0172-000,0
06-901-0173-000,0
06-901-0174-000,0
06-901-0175-000,0
06-901-0176-000,0
06-901-0177-000,0
06-901-0178-000,0
06-901-0179-000,0
06-901-0180-000,0
06-901-0181-000,0
06-901-0182-000,0
06-901-0183-000,0
06-901-0184-000,0
06-901-0185-000,0
06-901-0186-000,0
06-901-0187-000,0
06-901-0188-000,0
06-901-0189-000,0
06-901-0190-000,0
06-901-0191-000,0
06-901-0192-000,0
06-901-0193-000,0
06-901-0194-000,0
06-901-0195-000,0
06-901-0196-000,0
06-901-0197-000,0
06-901-0198-000,0
06-901-0199-000,0
06-901-0200-000,0
06-901-0201-000,0
06-901-0202-000,0
06-901-0203-000,0
06-901-0204-000,0
06-901-0205-000,0
06-901-0206-000,0
06-901-0207-000,0
06-901-0208-000,0
06-901-0209-000,0
06-901-0210-000,0
06-901-0211-000,0
06-901-0212-000,0
06-901-0213-000,0
06-901-0214-000,0
06-901-0215-000,0
06-901-0216-000,0
06-901-0217-000,0
06-901-0218-000,0
06-901-0219-000,0
06-901-0220-000,0
06-901-0221-000,0
06-901-0222-000,0
06-902-0001-000,0
06-902-0002-000,0
06-903-0003-000,0
06-903-0004-000,0
06-904-0001-000,0
06-904-0002-000,0
06-904-0003-000,0
06-904-0004-000,0
06-904-0005-000,0
06-906-0001-000,0
06-906-0002-000,0
06-906-0003-000,0
06-906-0004-000,0
06-906-0005-000,0
06-906-0006-000,0
06-906-0007-000,0
06-906-0009-000,0
06-906-0010-000,0
06-906-0011-000,0
06-914-0000-000,0
06-914-0001-000,36843
06-914-0002-000,19685
06-914-0003-000,2030595
06-914-0004-000,65219
06-917-0001-000,111067
06-917-0002-000,133900
06-918-0000-000,0
06-918-0001-000,102856
06-918-0002-000,118099
06-918-0003-000,146268
06-918-0004-000,233881
06-918-0005-000,285285
06-918-0006-000,204855
06-918-0007-000,133140
06-918-0008-000,293300
06-918-0009-000,234435
06-918-0010-000,221750
06-918-0011-000,112576
06-918-0012-000,233881
06-918-0013-000,284243
06-918-0014-000,248400
06-918-0015-000,140805
06-918-0016-000,284655
06-918-0017-000,234435
06-918-0018-000,183173
06-918-0019-000,112576
06-918-0020-000,233881
06-918-0021-000,234435
06-918-0022-000,183173
06-918-0023-000,114794
06-918-0024-000,233881
06-918-0025-000,234435
06-918-0026-000,183173
06-918-0027-000,112576
06-918-0028-000,308123
06-918-0029-000,364248
06-920-0000-000,0
06-920-0001-000,32865
06-920-0002-000,22876
06-920-0003-000,32865
06-920-0004-000,22876
06-920-0005-000,22876
06-920-0006-000,27778
06-920-0007-000,22876
06-920-0008-000,36300
06-921-0001-000,134209
06-921-0002-000,134571
06-921-0003-000,134571
06-921-0004-000,134690
06-921-0005-000,134329
06-922-0000-000,0
06-922-0001-000,180075
06-922-0002-000,50925
06-922-0003-000,62580
06-922-0004-000,88515
06-923-0000-000,0
06-923-0001-000,78400
06-923-0002-000,54600
06-923-0003-000,62370
06-923-0004-000,100065
06-925-0001-000,108262
06-925-0002-000,137400
06-925-0003-000,137400
06-925-0004-000,108262
06-925-0005-000,108262
06-925-0006-000,108262
06-925-0007-000,137400
06-925-0008-000,108262
06-925-0009-000,123427
06-925-0010-000,108262
06-925-0011-000,137400
06-925-0012-000,108262
06-925-0013-000,108262
06-925-0014-000,108262
06-925-0015-000,82528
06-925-0016-000,105300
06-925-0017-000,105300
06-925-0018-000,96115
06-925-0019-000,105300
06-925-0020-000,84309
06-925-0021-000,105300
06-925-0022-000,84309
06-925-0023-000,79633
06-925-0024-000,105300
06-925-0025-000,84309
06-925-0026-000,84309
06-925-0027-000,105300
06-925-0028-000,84309
06-925-0029-000,105300
06-925-0030-000,105300
06-925-0031-000,96115
06-925-0032-000,111800
06-925-0033-000,84309
06-925-0034-000,114600
06-925-0035-000,114300
06-925-0036-000,100607
06-925-0037-000,101703
06-925-0038-000,80038
06-925-0039-000,72805
06-925-0040-000,99200
06-925-0501-000,5317
06-925-0502-000,5317
06-925-0503-000,5317
06-925-0504-000,5737
06-925-0505-000,7000
06-925-0506-000,5737
06-925-0507-000,5317
06-925-0508-000,5317
06-925-0509-000,5737
06-925-0510-000,5737
06-925-0511-000,5317
06-925-0512-000,5317
06-925-0513-000,5317
06-925-0514-000,5317
06-925-0515-000,7000
06-925-0516-000,5317
06-925-0517-000,5317
06-925-0518-000,5737
06-925-0519-000,5737
06-925-0520-000,5317
06-925-0521-000,5317
06-925-0522-000,7000
06-925-0523-000,5317
06-925-0524-000,5317
06-925-0525-000,7000
06-925-0526-000,5317
06-925-0527-000,7000
06-925-0528-000,5317
06-925-0529-000,5317
06-925-0530-000,7000
06-925-0531-000,6162
06-925-0532-000,4600
06-925-0533-000,5737
06-925-0534-000,6162
06-925-0535-000,5317
06-925-0536-000,5317
06-925-0537-000,5317
06-925-0538-000,0
06-925-0539-000,0
06-925-0540-000,0
06-925-0541-000,0
06-925-0542-000,0
06-925-0543-000,0
06-925-0544-000,0
06-925-0545-000,0
06-925-0546-000,0
06-925-0547-000,0
06-925-0548-000,0
06-925-0549-000,0
06-925-0550-000,0
06-925-0551-000,0
06-925-0552-000,0
06-925-0553-000,0
06-926-0003-000,153797
06-926-0004-000,172490
06-926-0005-000,154983
06-926-0006-000,180500
06-926-0007-000,160555
06-926-0008-000,183723
06-926-0009-000,163877
06-926-0010-000,0
06-926-0011-000,153797
06-926-0012-000,150714
06-926-0013-000,155576
06-926-0014-000,173647
06-926-0015-000,183200
06-926-0016-000,182300
06-926-0017-000,154746
06-926-0018-000,164706
06-926-0019-000,145496
06-926-0020-000,157711
06-926-0021-000,155694
06-930-0001-000,26085
06-930-0002-000,26085
06-930-0003-000,32016
06-930-0004-000,26085
06-930-0005-000,30227
06-930-0006-000,26085
06-930-0007-000,30227
06-930-0008-000,42843
06-930-0009-000,46200
06-930-0010-000,26085
06-930-0011-000,26085
06-930-0012-000,26085
06-930-0013-000,26085
06-930-0014-000,42843
06-930-0015-000,28608
06-930-0016-000,26085
06-930-0017-000,45300
06-930-0018-000,42843
06-930-0019-000,30227
06-930-0020-000,26085
06-930-0021-000,40363
06-930-0022-000,32016
06-935-0001-000,223112
06-935-0002-000,219660
06-935-0003-000,195862
06-935-0004-000,185257
06-935-0005-000,218500
06-935-0006-000,163571
06-935-0007-000,184123
06-935-0008-000,186256
06-935-0009-000,196429
06-935-0010-000,188401
06-935-0011-000,179238
06-935-0012-000,160561
06-935-0013-000,201269
06-935-0014-000,217146
06-935-0015-000,178515
06-935-0016-000,206101
06-935-0017-000,548380
06-935-0019-000,187386
06-935-0020-000,189360
06-935-0021-000,195909
06-935-0022-000,223584
06-935-0023-000,215796
06-935-0024-000,223808
06-935-0025-000,253071
06-935-0026-000,241407
06-935-0027-000,236995
06-935-0028-000,209445
06-935-0029-000,175203
06-935-0030-000,166326
06-935-0031-000,237022
06-935-0032-000,215462
06-935-0033-000,228729
06-935-0034-000,211927
06-935-0035-000,163907
06-935-0036-000,138521
06-935-0037-000,176289
06-935-0038-000,135831
06-935-0039-000,165700
06-935-0040-000,136391
06-935-0041-000,176091
06-935-0042-000,162615
06-935-0043-000,151185
06-935-0044-000,142107
06-935-0045-000,141995
06-935-0046-000,155108
06-935-0047-000,140201
06-935-0048-000,0
06-935-0049-000,160151
06-935-0050-000,145582
06-935-0051-000,170573
06-935-0052-000,130450
06-935-0053-000,160151
06-935-0054-000,181780
06-935-0055-000,160039
06-935-0056-000,129330
06-935-0057-000,152985
06-935-0058-000,136882
06-935-0059-000,171400
06-935-0060-000,151620
06-935-0061-000,0
06-935-0062-000,0
06-935-0063-000,0
06-935-0064-000,0
06-936-0001-000,36294
06-936-0002-000,32807
06-940-0001-000,58139
06-940-0002-000,71265
06-940-0003-000,58139
06-940-0004-000,66139
06-940-0005-000,58139
06-940-0006-000,101745
06-940-0007-000,58139
06-940-0008-000,109900
06-940-0009-000,59875
06-940-0010-000,61444
06-940-0011-000,86940
06-940-0012-000,71265
06-940-0013-000,85726
06-940-0014-000,76320
06-940-0015-000,71265
06-940-0016-000,61444
06-940-0017-000,0
06-940-0018-000,0
06-940-0019-000,58139
06-940-0020-000,101745
06-940-0021-000,57404
06-940-0022-000,59032
06-940-0023-000,58139
06-940-0024-000,101745
06-945-0001-000,31098
06-945-0002-000,31213
06-945-0003-000,32935
06-945-0004-000,45675
06-947-0001-000,58500
06-947-0002-000,58500
06-948-0001-000,0
06-948-0002-000,70800
06-948-0003-000,38062
06-948-0004-000,31894
06-948-0005-000,82110
06-948-0006-000,74348
06-948-0007-000,67072
06-948-0008-000,67072
06-948-0009-000,67072
06-949-0001-000,216510
06-949-0002-000,217943
06-950-0000-000,0
06-950-0001-000,62900
06-950-0002-000,59325
06-950-0003-000,58905
06-950-0004-000,58905
06-950-0005-000,305051
06-951-0001-000,152040
06-951-0002-000,170008
06-951-0003-000,152040
06-951-0004-000,151559
06-951-0005-000,151559
06-951-0006-000,151559
06-951-0007-000,70065
06-951-0008-000,59393
06-952-0001-000,67410
06-952-0002-000,64260
06-952-0003-000,41493
06-952-0004-000,31894
06-952-0005-000,38654
06-952-0006-000,38654
06-952-0007-000,38654
06-952-0008-000,35744
06-953-0001-000,66429
06-953-0002-000,76800
06-954-0001-000,49091
06-954-0002-000,71008
06-954-0003-000,74300
06-954-0004-000,51985
06-954-0005-000,49179
06-954-0006-000,62140
06-954-0007-000,45395
06-954-0008-000,44569
06-954-0009-000,45750
06-954-0010-000,53076
06-954-0011-000,70388
06-954-0012-000,46105
06-954-0013-000,44449
06-954-0014-000,46105
06-955-0001-000,92644
06-955-0002-000,106134
06-955-0003-000,107012
06-955-0004-000,90515
06-955-0005-000,117131
06-955-0006-000,77823
06-955-0007-000,87325
06-955-0008-000,74572
06-955-0009-000,76377
06-955-0010-000,80113
06-956-0001-000,117075
06-956-0002-000,79558
06-956-0003-000,111300
06-956-0004-000,85657
06-956-0005-000,119280
06-956-0006-000,80539
06-956-0007-000,87436
06-956-0008-000,126800
06-956-0009-000,75764
06-956-0010-000,74174
06-956-0011-000,70990
06-956-0012-000,117351
06-956-0013-000,74908
06-956-0014-000,91541
06-956-0015-000,89754
06-957-0001-000,83190
06-957-0002-000,100114
06-957-0003-000,94615
06-957-0004-000,92534
06-957-0005-000,90454
06-957-0006-000,91922
06-957-0007-000,101317
06-957-0008-000,110422
06-958-0001-000,89754
06-958-0002-000,77843
06-958-0003-000,89842
06-958-0004-000,89040
06-958-0005-000,91921
06-958-0006-000,87517
06-958-0007-000,83127
06-958-0008-000,102944
06-958-0009-000,102283
06-958-0010-000,70837
06-959-0001-000,86555
06-959-0002-000,82863
06-959-0003-000,85802
06-959-0004-000,64209
06-959-0005-000,102690
06-959-0006-000,101264
06-959-0007-000,91898
06-959-0008-000,80782
06-959-0009-000,78909
06-959-0010-000,72580
06-960-0001-000,0
06-960-0002-000,0
06-960-0003-000,0
06-960-0004-000,0
06-960-0005-000,0
06-960-0006-000,0
06-960-0007-000,0
06-960-0008-000,0
06-960-0009-000,0
06-960-0010-000,0
06-960-0011-000,0
06-960-0012-000,0
06-964-0000-001,0
06-964-0000-002,0
06-964-0000-003,0
06-964-0000-004,0
06-964-0001-000,0
06-964-0002-000,0
06-964-0003-000,0
06-964-0004-000,0
06-964-0005-000,0
06-964-0006-000,0
06-964-0007-000,0
06-964-0008-000,0
06-964-0009-000,0
06-964-0010-000,0
06-964-0011-000,0
06-964-0012-000,0
06-964-0013-000,0
06-964-0014-000,0
06-964-0015-000,0
06-964-0016-000,0
06-964-0017-000,0
06-964-0018-000,0
06-964-0019-000,0
06-965-0001-000,76767
06-965-0002-000,76767
06-965-0003-000,75997
06-965-0004-000,75997
06-966-0000-000,0
06-966-0001-000,0
06-966-0002-000,195113
06-966-0003-000,363774
06-966-0004-000,444685
06-966-0005-000,434565
06-966-0006-000,0
06-966-0007-000,0
06-966-0008-000,0
06-967-0000-000,0
06-967-0001-000,56910
06-967-0002-000,45600
06-967-0003-000,37485
06-967-0004-000,37065
06-967-0005-000,38430
06-967-0006-000,39060
06-968-0001-000,69300
06-968-0002-000,57740
06-968-0003-000,47584
06-968-0004-000,47584
06-968-0005-000,42523
06-968-0006-000,43608
06-968-0007-000,42523
06-968-0008-000,42523
06-968-0009-000,63095
06-968-0010-000,75600
